lagoslakeid,lake_nhdid,lake_reachcode,lake_namegnis,lake_namelagos,lake_county,lake_countyfips,lake_lat_decdeg,lake_lon_decdeg,lake_centroidstate,nhdhr_area_sqkm,nhdhr_fdate,nhdhr_gnisid,lagosus_legacysiteid,lagosus_legacysitelabel,lagosus_legacyprogram,wqp_monitoringlocationidentifier,wqp_monitoringlocationname,wqp_providername,nhdplusv2_comid,nhdplusv2_reachcode,nhdplusv2_area_sqkm,lagosne_lagoslakeid,lagosne_legacysiteid,nla2007_siteid,nla2012_siteid,nhdplusv2_lakes_n,lagosne_lakes_n,wqp_sites_n,lagosus_legacyids_n
2338,152335370,4.10001E+12,Devils Lake,Devils Lake,Lenawee,26091,41.97381031,-84.29408735,MI,5.31,2007-01-23T05:00:00Z,624607,460181,STORETID,MI_MICORPS,21MICH_WQX-460420,"DEVILS LAKE NORTHWEST BASIN; WOODSTOCK TOWNSHIP, SEC. 27",STORET,166764035,4.10001E+12,5.113,2338,85,NA,NA,1,1,17,10
2338,152335370,4.10001E+12,Devils Lake,Devils Lake,Lenawee,26091,41.97381031,-84.29408735,MI,5.31,2007-01-23T05:00:00Z,624607,460402,STORETID,MI_MICORPS,21MICH_WQX-460420,"DEVILS LAKE NORTHWEST BASIN; WOODSTOCK TOWNSHIP, SEC. 27",STORET,166764035,4.10001E+12,5.113,2338,85,NA,NA,1,1,17,10
2338,152335370,4.10001E+12,Devils Lake,Devils Lake,Lenawee,26091,41.97381031,-84.29408735,MI,5.31,2007-01-23T05:00:00Z,624607,460179,STORETID,MI_MICORPS,21MICH-460179,DEVILS LAKE N-CENT BASIN WOODSTOCK TOWNSHIP SEC 34,STORET,166764035,4.10001E+12,5.113,2338,85,NA,NA,1,1,17,10
2338,152335370,4.10001E+12,Devils Lake,Devils Lake,Lenawee,26091,41.97381031,-84.29408735,MI,5.31,2007-01-23T05:00:00Z,624607,460181,STORETID,MI_MICORPS,21MICH-460179,DEVILS LAKE N-CENT BASIN WOODSTOCK TOWNSHIP SEC 34,STORET,166764035,4.10001E+12,5.113,2338,85,NA,NA,1,1,17,10
2338,152335370,4.10001E+12,Devils Lake,Devils Lake,Lenawee,26091,41.97381031,-84.29408735,MI,5.31,2007-01-23T05:00:00Z,624607,460402,STORETID,MI_MICORPS,21MICH-460179,DEVILS LAKE N-CENT BASIN WOODSTOCK TOWNSHIP SEC 34,STORET,166764035,4.10001E+12,5.113,2338,85,NA,NA,1,1,17,10
2338,152335370,4.10001E+12,Devils Lake,Devils Lake,Lenawee,26091,41.97381031,-84.29408735,MI,5.31,2007-01-23T05:00:00Z,624607,460179,STORETID,MI_MICORPS,21MICH-460181,"DEVILS LAKE-SOUTH BASIN; ROLLIN TOWNSHIP., SEC 10",STORET,166764035,4.10001E+12,5.113,2338,85,NA,NA,1,1,17,10
2338,152335370,4.10001E+12,Devils Lake,Devils Lake,Lenawee,26091,41.97381031,-84.29408735,MI,5.31,2007-01-23T05:00:00Z,624607,460181,STORETID,MI_MICORPS,21MICH-460181,"DEVILS LAKE-SOUTH BASIN; ROLLIN TOWNSHIP., SEC 10",STORET,166764035,4.10001E+12,5.113,2338,85,NA,NA,1,1,17,10
2338,152335370,4.10001E+12,Devils Lake,Devils Lake,Lenawee,26091,41.97381031,-84.29408735,MI,5.31,2007-01-23T05:00:00Z,624607,460402,STORETID,MI_MICORPS,21MICH-460181,"DEVILS LAKE-SOUTH BASIN; ROLLIN TOWNSHIP., SEC 10",STORET,166764035,4.10001E+12,5.113,2338,85,NA,NA,1,1,17,10
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,USGS-04105767,"GULL LAKE NEAR RICHLAND, MI",NWIS,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,USGS-422258085235001,"GULL LAKE NEAR GULL LAKE, MI (S.B.)",NWIS,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,USGS-422258085235002,"GULL LAKE NEAR GULL LAKE, MI (S.B. 3FT AB LK BOT)",NWIS,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,USGS-422258085235003,"GULL LAKE NEAR GULL LAKE, MI (S.B. PHOTIC ZONE)",NWIS,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,USGS-422258085235005,"GULL LAKE NEAR GULL LAKE, MI (S.B. 3FT BL LK SURF)",NWIS,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,USGS-422258085235006,"GULL LAKE NEAR GULL LAKE, MI (S.B. MID-DEPTH)",NWIS,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,USGS-422345085242501,"GULL LAKE NEAR GULL LAKE, MI (C.B.)",NWIS,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,USGS-422345085242502,"GULL LAKE NEAR GULL LAKE, MI (C.B. 3FT AB LK BOT)",NWIS,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,USGS-422345085242503,"GULL LAKE NEAR GULL LAKE, MI (C.B. PHOTIC ZONE)",NWIS,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,USGS-422345085242505,"GULL LAKE NEAR GULL LAKE, MI (C.B. 3FT BL LK SURF)",NWIS,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,USGS-422345085242506,"GULL LAKE NEAR GULL LAKE, MI (C.B. MID-DEPTH)",NWIS,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,USGS-422501085253901,"GULL LAKE NEAR GULL LAKE, MI (N.B.)",NWIS,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,USGS-422501085253902,"GULL LAKE NEAR GULL LAKE, MI (N.B. 3FT AB LK BOT)",NWIS,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,USGS-422501085253903,"GULL LAKE NEAR GULL LAKE, MI (N.B. PHOTIC ZONE)",NWIS,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,USGS-422501085253905,"GULL LAKE NEAR GULL LAKE, MI (N.B. 3FT BL LK SURF)",NWIS,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,USGS-422501085253906,"GULL LAKE NEAR GULL LAKE, MI (N.B. MID-DEPTH)",NWIS,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,21MICH_WQX-390209,GULL LAKE SOUTH BASIN; ROSS TOWNSHIP  SECTION 18,STORET,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,21MICH_WQX-390210,GULL LAKE CENTRAL BASIN; ROSS TOWNSHIP  SECTION 7,STORET,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,21MICH_WQX-390211,"GULL LAKE NORTH BASIN; RICHLAND TOWNSHIP, SECTION 1",STORET,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,21MICH_WQX-390579,GULL LAKE - GLEC MERCURY PROJECT,STORET,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,NALMS-7292,Gull Lake,STORET,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,21MICH-390209,GULL LAKE IN SOUTH BASIN.; ROSS TOWNSHIP  SEC. 18,STORET,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,21MICH-390210,GULL LAKE IN CENTRAL BASIN; ROSS TOWNSHIP  SEC 7,STORET,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,21MICH-390211,"GULL LAKE IN NORTH BASIN.; RICHLAND TOWNSHIP., SEC. 1",STORET,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2339,152517995,4.05E+12,Gull Lake,Gull Lake,Kalamazoo,26077,42.40152978,-85.41218151,MI,8.286,2007-02-09T05:00:00Z,627518,390210,STORETID,MI_MICORPS,21MICH-390579,GULL LAKE - GLEC MERCURY PROJECT,STORET,3471541,4.05E+12,8.215,2339,173,NA,NA,1,1,25,9
2347,120018081,7.01021E+12,Gervais Lake,Gervais Lake,Ramsey,27123,45.02087055,-93.06986209,MN,0.924,2011-03-24T04:00:00Z,644105,NA,NA,NA,METC_WQX-62000700-01,Deepest point of Lake Gervais,STORET,1099526,7.01021E+12,0.876,2347,62-0007-00-203,NA,NA,1,1,16,8
2347,120018081,7.01021E+12,Gervais Lake,Gervais Lake,Ramsey,27123,45.02087055,-93.06986209,MN,0.924,2011-03-24T04:00:00Z,644105,NA,NA,NA,MNPCA-62-0007-00-100,GERVAIS,STORET,1099526,7.01021E+12,0.876,2347,62-0007-00-203,NA,NA,1,1,16,8
2347,120018081,7.01021E+12,Gervais Lake,Gervais Lake,Ramsey,27123,45.02087055,-93.06986209,MN,0.924,2011-03-24T04:00:00Z,644105,NA,NA,NA,MNPCA-62-0007-00-101,GERVAIS,STORET,1099526,7.01021E+12,0.876,2347,62-0007-00-203,NA,NA,1,1,16,8
2347,120018081,7.01021E+12,Gervais Lake,Gervais Lake,Ramsey,27123,45.02087055,-93.06986209,MN,0.924,2011-03-24T04:00:00Z,644105,NA,NA,NA,MNPCA-62-0007-00-103,GERVAIS,STORET,1099526,7.01021E+12,0.876,2347,62-0007-00-203,NA,NA,1,1,16,8
2347,120018081,7.01021E+12,Gervais Lake,Gervais Lake,Ramsey,27123,45.02087055,-93.06986209,MN,0.924,2011-03-24T04:00:00Z,644105,NA,NA,NA,MNPCA-62-0007-00-104,GERVAIS,STORET,1099526,7.01021E+12,0.876,2347,62-0007-00-203,NA,NA,1,1,16,8
2347,120018081,7.01021E+12,Gervais Lake,Gervais Lake,Ramsey,27123,45.02087055,-93.06986209,MN,0.924,2011-03-24T04:00:00Z,644105,NA,NA,NA,MNPCA-62-0007-00-105,GERVAIS,STORET,1099526,7.01021E+12,0.876,2347,62-0007-00-203,NA,NA,1,1,16,8
2347,120018081,7.01021E+12,Gervais Lake,Gervais Lake,Ramsey,27123,45.02087055,-93.06986209,MN,0.924,2011-03-24T04:00:00Z,644105,NA,NA,NA,MNPCA-62-0007-00-106,GERVAIS,STORET,1099526,7.01021E+12,0.876,2347,62-0007-00-203,NA,NA,1,1,16,8
2347,120018081,7.01021E+12,Gervais Lake,Gervais Lake,Ramsey,27123,45.02087055,-93.06986209,MN,0.924,2011-03-24T04:00:00Z,644105,NA,NA,NA,MNPCA-62-0007-00-107,GERVAIS,STORET,1099526,7.01021E+12,0.876,2347,62-0007-00-203,NA,NA,1,1,16,8
2347,120018081,7.01021E+12,Gervais Lake,Gervais Lake,Ramsey,27123,45.02087055,-93.06986209,MN,0.924,2011-03-24T04:00:00Z,644105,NA,NA,NA,MNPCA-62-0007-00-108,GERVAIS,STORET,1099526,7.01021E+12,0.876,2347,62-0007-00-203,NA,NA,1,1,16,8
2347,120018081,7.01021E+12,Gervais Lake,Gervais Lake,Ramsey,27123,45.02087055,-93.06986209,MN,0.924,2011-03-24T04:00:00Z,644105,NA,NA,NA,MNPCA-62-0007-00-109,GERVAIS,STORET,1099526,7.01021E+12,0.876,2347,62-0007-00-203,NA,NA,1,1,16,8
2347,120018081,7.01021E+12,Gervais Lake,Gervais Lake,Ramsey,27123,45.02087055,-93.06986209,MN,0.924,2011-03-24T04:00:00Z,644105,NA,NA,NA,MNPCA-62-0007-00-110,GERVAIS,STORET,1099526,7.01021E+12,0.876,2347,62-0007-00-203,NA,NA,1,1,16,8
2347,120018081,7.01021E+12,Gervais Lake,Gervais Lake,Ramsey,27123,45.02087055,-93.06986209,MN,0.924,2011-03-24T04:00:00Z,644105,NA,NA,NA,MNPCA-62-0007-00-201,GERVAIS,STORET,1099526,7.01021E+12,0.876,2347,62-0007-00-203,NA,NA,1,1,16,8
2347,120018081,7.01021E+12,Gervais Lake,Gervais Lake,Ramsey,27123,45.02087055,-93.06986209,MN,0.924,2011-03-24T04:00:00Z,644105,NA,NA,NA,MNPCA-62-0007-00-202,GERVAIS,STORET,1099526,7.01021E+12,0.876,2347,62-0007-00-203,NA,NA,1,1,16,8
2347,120018081,7.01021E+12,Gervais Lake,Gervais Lake,Ramsey,27123,45.02087055,-93.06986209,MN,0.924,2011-03-24T04:00:00Z,644105,NA,NA,NA,MNPCA-62-0007-00-203,GERVAIS,STORET,1099526,7.01021E+12,0.876,2347,62-0007-00-203,NA,NA,1,1,16,8
2347,120018081,7.01021E+12,Gervais Lake,Gervais Lake,Ramsey,27123,45.02087055,-93.06986209,MN,0.924,2011-03-24T04:00:00Z,644105,NA,NA,NA,MNPCA-62-0007-00-204,GERVAIS,STORET,1099526,7.01021E+12,0.876,2347,62-0007-00-203,NA,NA,1,1,16,8
2347,120018081,7.01021E+12,Gervais Lake,Gervais Lake,Ramsey,27123,45.02087055,-93.06986209,MN,0.924,2011-03-24T04:00:00Z,644105,NA,NA,NA,MNPCA-62-0007-00-205,GERVAIS,STORET,1099526,7.01021E+12,0.876,2347,62-0007-00-203,NA,NA,1,1,16,8
2351,120020805,7.01011E+12,Spirit Lake,Spirit Lake,Wadena,27159,46.74960822,-95.10294587,MN,0.457,2004-03-16T05:00:00Z,652398,NA,NA,NA,MNPCA-80-0039-00-100,SPIRIT,STORET,4944563,7.01011E+12,0.48,2351,80-0039-00-201,NA,NA,1,1,6,6
2351,120020805,7.01011E+12,Spirit Lake,Spirit Lake,Wadena,27159,46.74960822,-95.10294587,MN,0.457,2004-03-16T05:00:00Z,652398,NA,NA,NA,MNPCA-80-0039-00-201,SPIRIT,STORET,4944563,7.01011E+12,0.48,2351,80-0039-00-201,NA,NA,1,1,6,6
2351,120020805,7.01011E+12,Spirit Lake,Spirit Lake,Wadena,27159,46.74960822,-95.10294587,MN,0.457,2004-03-16T05:00:00Z,652398,NA,NA,NA,MNPCA-80-0039-00-202,SPIRIT,STORET,4944563,7.01011E+12,0.48,2351,80-0039-00-201,NA,NA,1,1,6,6
2351,120020805,7.01011E+12,Spirit Lake,Spirit Lake,Wadena,27159,46.74960822,-95.10294587,MN,0.457,2004-03-16T05:00:00Z,652398,NA,NA,NA,MNPCA-80-0039-00-203,SPIRIT,STORET,4944563,7.01011E+12,0.48,2351,80-0039-00-201,NA,NA,1,1,6,6
2351,120020805,7.01011E+12,Spirit Lake,Spirit Lake,Wadena,27159,46.74960822,-95.10294587,MN,0.457,2004-03-16T05:00:00Z,652398,NA,NA,NA,MNPCA-80-0039-00-204,SPIRIT,STORET,4944563,7.01011E+12,0.48,2351,80-0039-00-201,NA,NA,1,1,6,6
2351,120020805,7.01011E+12,Spirit Lake,Spirit Lake,Wadena,27159,46.74960822,-95.10294587,MN,0.457,2004-03-16T05:00:00Z,652398,NA,NA,NA,MNPCA-80-0039-00-205,SPIRIT,STORET,4944563,7.01011E+12,0.48,2351,80-0039-00-201,NA,NA,1,1,6,6
2361,123272280,9.0203E+12,Union Lake,Union Lake,Polk,27119,47.60387598,-96.05992383,MN,3.206,2010-05-25T04:00:00Z,653510,NA,NA,NA,MNPCA-60-0217-00-100,UNION,STORET,7053359,9.0203E+12,2.928,2361,60-0217-00-202,NA,NA,1,1,10,8
2361,123272280,9.0203E+12,Union Lake,Union Lake,Polk,27119,47.60387598,-96.05992383,MN,3.206,2010-05-25T04:00:00Z,653510,NA,NA,NA,MNPCA-60-0217-00-101,UNION,STORET,7053359,9.0203E+12,2.928,2361,60-0217-00-202,NA,NA,1,1,10,8
2361,123272280,9.0203E+12,Union Lake,Union Lake,Polk,27119,47.60387598,-96.05992383,MN,3.206,2010-05-25T04:00:00Z,653510,NA,NA,NA,MNPCA-60-0217-00-102,UNION,STORET,7053359,9.0203E+12,2.928,2361,60-0217-00-202,NA,NA,1,1,10,8
2361,123272280,9.0203E+12,Union Lake,Union Lake,Polk,27119,47.60387598,-96.05992383,MN,3.206,2010-05-25T04:00:00Z,653510,NA,NA,NA,MNPCA-60-0217-00-104,UNION,STORET,7053359,9.0203E+12,2.928,2361,60-0217-00-202,NA,NA,1,1,10,8
2361,123272280,9.0203E+12,Union Lake,Union Lake,Polk,27119,47.60387598,-96.05992383,MN,3.206,2010-05-25T04:00:00Z,653510,NA,NA,NA,MNPCA-60-0217-00-201,UNION,STORET,7053359,9.0203E+12,2.928,2361,60-0217-00-202,NA,NA,1,1,10,8
2361,123272280,9.0203E+12,Union Lake,Union Lake,Polk,27119,47.60387598,-96.05992383,MN,3.206,2010-05-25T04:00:00Z,653510,NA,NA,NA,MNPCA-60-0217-00-202,UNION,STORET,7053359,9.0203E+12,2.928,2361,60-0217-00-202,NA,NA,1,1,10,8
2361,123272280,9.0203E+12,Union Lake,Union Lake,Polk,27119,47.60387598,-96.05992383,MN,3.206,2010-05-25T04:00:00Z,653510,NA,NA,NA,MNPCA-60-0217-00-203,UNION,STORET,7053359,9.0203E+12,2.928,2361,60-0217-00-202,NA,NA,1,1,10,8
2361,123272280,9.0203E+12,Union Lake,Union Lake,Polk,27119,47.60387598,-96.05992383,MN,3.206,2010-05-25T04:00:00Z,653510,NA,NA,NA,MNPCA-60-0217-00-204,UNION,STORET,7053359,9.0203E+12,2.928,2361,60-0217-00-202,NA,NA,1,1,10,8
2361,123272280,9.0203E+12,Union Lake,Union Lake,Polk,27119,47.60387598,-96.05992383,MN,3.206,2010-05-25T04:00:00Z,653510,NA,NA,NA,MNPCA-60-0217-00-205,Union,STORET,7053359,9.0203E+12,2.928,2361,60-0217-00-202,NA,NA,1,1,10,8
2361,123272280,9.0203E+12,Union Lake,Union Lake,Polk,27119,47.60387598,-96.05992383,MN,3.206,2010-05-25T04:00:00Z,653510,NA,NA,NA,NALMS-4413,Union,STORET,7053359,9.0203E+12,2.928,2361,60-0217-00-202,NA,NA,1,1,10,8
2362,166867879,7.01011E+12,Little Pine Lake,Little Pine Lake,Crow Wing,27035,46.70283767,-94.07002185,MN,1.428,2009-02-26T05:00:00Z,646887,NA,NA,NA,MNPCA-18-0266-00-100,LITTLE PINE,STORET,,,,2362,18-0266-00-100,NA,NA,0,1,6,6
2362,166867879,7.01011E+12,Little Pine Lake,Little Pine Lake,Crow Wing,27035,46.70283767,-94.07002185,MN,1.428,2009-02-26T05:00:00Z,646887,NA,NA,NA,MNPCA-18-0266-00-101,LITTLE PINE,STORET,,,,2362,18-0266-00-100,NA,NA,0,1,6,6
2362,166867879,7.01011E+12,Little Pine Lake,Little Pine Lake,Crow Wing,27035,46.70283767,-94.07002185,MN,1.428,2009-02-26T05:00:00Z,646887,NA,NA,NA,MNPCA-18-0266-00-201,LITTLE PINE,STORET,,,,2362,18-0266-00-100,NA,NA,0,1,6,6
2362,166867879,7.01011E+12,Little Pine Lake,Little Pine Lake,Crow Wing,27035,46.70283767,-94.07002185,MN,1.428,2009-02-26T05:00:00Z,646887,NA,NA,NA,MNPCA-18-0266-00-202,LITTLE PINE,STORET,,,,2362,18-0266-00-100,NA,NA,0,1,6,6
2362,166867879,7.01011E+12,Little Pine Lake,Little Pine Lake,Crow Wing,27035,46.70283767,-94.07002185,MN,1.428,2009-02-26T05:00:00Z,646887,NA,NA,NA,MNPCA-18-0266-00-203,LITTLE PINE,STORET,,,,2362,18-0266-00-100,NA,NA,0,1,6,6
2362,166867879,7.01011E+12,Little Pine Lake,Little Pine Lake,Crow Wing,27035,46.70283767,-94.07002185,MN,1.428,2009-02-26T05:00:00Z,646887,NA,NA,NA,MNPCA-18-0266-00-204,LITTLE PINE,STORET,,,,2362,18-0266-00-100,NA,NA,0,1,6,6
2363,150436783,4.0802E+12,Coldwater Lake,Coldwater Lake,Isabella,26073,43.66132653,-84.95631789,MI,1.155,2006-08-28T04:00:00Z,623570,370063,STORETID,MI_MICORPS,USGS-433925084570101,"COLDWATER LAKE NR TWO RIVERS, MI",NWIS,13038616,4.0802E+12,1.149,2363,4.34E+12,NA,NA,1,1,7,3
2363,150436783,4.0802E+12,Coldwater Lake,Coldwater Lake,Isabella,26073,43.66132653,-84.95631789,MI,1.155,2006-08-28T04:00:00Z,623570,370063,STORETID,MI_MICORPS,USGS-433925084570102,"COLDWATER LAKE NR TWO RIVERS, MI (3 FT AB LK BOT)",NWIS,13038616,4.0802E+12,1.149,2363,4.34E+12,NA,NA,1,1,7,3
2363,150436783,4.0802E+12,Coldwater Lake,Coldwater Lake,Isabella,26073,43.66132653,-84.95631789,MI,1.155,2006-08-28T04:00:00Z,623570,370063,STORETID,MI_MICORPS,USGS-433925084570103,"COLDWATER LAKE NR TWO RIVERS, MI (PHOTIC ZONE)",NWIS,13038616,4.0802E+12,1.149,2363,4.34E+12,NA,NA,1,1,7,3
2363,150436783,4.0802E+12,Coldwater Lake,Coldwater Lake,Isabella,26073,43.66132653,-84.95631789,MI,1.155,2006-08-28T04:00:00Z,623570,370063,STORETID,MI_MICORPS,USGS-433925084570105,"COLDWATER LAKE NR TWO RIVERS, MI (3 FT BL LK SURF)",NWIS,13038616,4.0802E+12,1.149,2363,4.34E+12,NA,NA,1,1,7,3
2363,150436783,4.0802E+12,Coldwater Lake,Coldwater Lake,Isabella,26073,43.66132653,-84.95631789,MI,1.155,2006-08-28T04:00:00Z,623570,370063,STORETID,MI_MICORPS,USGS-433925084570106,"COLDWATER LAKE NR TWO RIVERS, MI (MID-DEPTH)",NWIS,13038616,4.0802E+12,1.149,2363,4.34E+12,NA,NA,1,1,7,3
2363,150436783,4.0802E+12,Coldwater Lake,Coldwater Lake,Isabella,26073,43.66132653,-84.95631789,MI,1.155,2006-08-28T04:00:00Z,623570,370063,STORETID,MI_MICORPS,21MICH_WQX-370063,"COLDWATER LAKE SOUTHEAST BASIN; NOTTAWA TOWNSHIP, SECTION 30",STORET,13038616,4.0802E+12,1.149,2363,4.34E+12,NA,NA,1,1,7,3
2363,150436783,4.0802E+12,Coldwater Lake,Coldwater Lake,Isabella,26073,43.66132653,-84.95631789,MI,1.155,2006-08-28T04:00:00Z,623570,370063,STORETID,MI_MICORPS,21MICH-370063,"COLDWATER LAKE-S.E. BASIN; NOTTAWA TOWNSHIP, SEC 30",STORET,13038616,4.0802E+12,1.149,2363,4.34E+12,NA,NA,1,1,7,3
2364,120020537,4.0101E+12,Stewart Lake,Stewart Lake,Lake,27075,47.18802815,-91.75853107,MN,0.955,2004-03-16T05:00:00Z,652635,NA,NA,NA,USGS-471115091450101,"STEWART LAKE NEAR TWO HARBORS, MN",NWIS,1754698,4.0101E+12,1.037,2364,38-0744-00-202,NA,NA,1,1,7,3
2364,120020537,4.0101E+12,Stewart Lake,Stewart Lake,Lake,27075,47.18802815,-91.75853107,MN,0.955,2004-03-16T05:00:00Z,652635,NA,NA,NA,MNDA_PESTICIDE-38-0744-00-100,STEWART,STORET,1754698,4.0101E+12,1.037,2364,38-0744-00-202,NA,NA,1,1,7,3
2364,120020537,4.0101E+12,Stewart Lake,Stewart Lake,Lake,27075,47.18802815,-91.75853107,MN,0.955,2004-03-16T05:00:00Z,652635,NA,NA,NA,MNPCA-38-0744-00-100,STEWART,STORET,1754698,4.0101E+12,1.037,2364,38-0744-00-202,NA,NA,1,1,7,3
2364,120020537,4.0101E+12,Stewart Lake,Stewart Lake,Lake,27075,47.18802815,-91.75853107,MN,0.955,2004-03-16T05:00:00Z,652635,NA,NA,NA,MNPCA-38-0744-00-101,STEWART,STORET,1754698,4.0101E+12,1.037,2364,38-0744-00-202,NA,NA,1,1,7,3
